IAM Acronym,Bank Acronym,IAM id,Year Filed,Case Name,Global Region (1),Global Region (2),Country,External ID,Date Filed,Month Closed,Year Closed,Still open as of 12/31/15?,Status as of 12/31/15,Results achieved by 12/31/15?,Type of Filer (1),Type of Filer (2),Type of Filer (3),Filer Name(s) if organization,Other groups supporting complaint?,Type of Supporting Organization(s) (1),Type of Supporting Organization(s) (2),Name of supporting organization(s),Type of IFI Support (1),Type of IFI Support (2),Sector/Industry (1),Sector/Industry (2),Public or private?,Issue Raised (1),Issue Raised (2),Issue Raised (3),Issue Raised (4),Issue Raised (5),Issue Raised (6),Issue Raised (7),Issue Raised (8),Issue Raised (9),Issue Raised (10),Is Registered,Date Registered,Is Eligible,Date determined eligible,If no Eligibility why 1,If no Eligibility why 2,If no Eligibility why 3,If no Eligibility why 4,Problem-Solving initiated,Date PS initiated,Duration of PS (months),If no Dispute Resolution why,Settlement reached in PS?,Compliance Review initiated,Date CR initiated,Duration of CR (months),If no Compliance Review why,Was non-compliance found?,Was a management action plan produced?,Monitoring initiated,Date monitoring initiated,Duration of monitoring (months),If no Monitoring why,Duration from filing until case closed or monitoring started,"If closed as of 12/31/15, duration of process in months",Was a compliance report published,Who inputted data?
CAO,IFC,21,2008,RAK Ceramics,South Asia,N/A,Bangladesh,no_id_21_37,8/1/08,9,2008,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,No,N/A,Not within mechanism's mandate,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,1,1,N/A,
CAO,IFC,21,2008,Standard Profil-01/Duzce,Europe & Central Asia,N/A,Turkey,80,9/1/08,6,2012,No,Closed with results,Yes,Domestic CSO(s),N/A,N/A,The Confederation of Turkish Trade Unions,Unknown,Unknown,Unknown,Unknown,Equity Investment,N/A,Manufacturing,N/A,Private,Labor,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,9/22/08,N/A,N/A,N/A,N/A,Yes,Unknown,Unknown,N/A,Yes,No,N/A,N/A,"Case settled in PS, so CR not offered",N/A,N/A,Yes,Unknown,Unknown,N/A,Unknown,44,N/A,
CAO,IFC,21,2008,Assan Aluminyum-01/Dilovasi,Europe & Central Asia,N/A,Turkey,81,10/1/08,8,2010,No,Closed with results,Yes,Domestic CSO(s),N/A,N/A,The Confederation of Turkish Trade Unions,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Manufacturing,N/A,Private,Labor,Other retaliation (actual or feared),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,10/27/08,N/A,N/A,N/A,N/A,Yes,Unknown,Unknown,N/A,Yes,No,N/A,N/A,"Case settled in PS, so CR not offered",N/A,N/A,Yes,Unknown,Unknown,N/A,Unknown,22,N/A,
CAO,IFC,21,2008,Empresa Electrica Pangue S.A.-03/Mulchen,Latin America & the Caribbean,N/A,Chile,no_id_21_38,10/1/08,10,2008,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Equity Investment,Project/investment lending,Energy,Infrastructure,Private,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,No,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
CAO,IFC,21,2008,Wilmar Group-02/Sumatra,East Asia & the Pacific,N/A,Indonesia,79,12/1/08,6,2012,No,Closed with results,Yes,Domestic CSO(s),International CSO(s),Local community-based organization(s),"Forest Peoples Programme, SawitWatch, Setara, Lembaga Gemawan and Kontak Rakyat Borneo",Unknown,Unknown,Unknown,Unknown,Project/investment lending,Risk Guarantee,Agribusiness,N/A,Private,Other environmental,Due diligence,Other,Consultation and disclosure,Displacement (physical and/or economic),Indigenous peoples,Livelihoods,N/A,N/A,N/A,N/A,N/A,Yes,1/14/09,N/A,N/A,N/A,N/A,Yes,Unknown,Unknown,N/A,Yes,No,N/A,N/A,"Case settled in PS, so CR not offered",N/A,N/A,Yes,Unknown,Unknown,N/A,Unknown,35,N/A,
CAO,IFC,21,2008,SN Power-01/CAO Vice President Request,South Asia,N/A,India,162,12/1/08,6,2010,No,Closed without results,No,Other,N/A,N/A,CAO Vice President,Unknown,Unknown,Unknown,Unknown,Project/investment lending,Risk Guarantee,Energy,Infrastructure,Private,Other community health and safety issues,Due diligence,Labor,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Rejected at appraisal or similar,N/A,N/A,No,N/A,N/A,Case closed before monitoring,18,18,N/A,
CAO,IFC,21,2009,Russkiy Mir II-03/Taman,Europe & Central Asia,N/A,Russia,88,3/1/09,12,2009,No,Closed with results,Yes,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,"Extractives (oil, gas, mining)",Private,Property damage,Livelihoods,Other community health and safety issues,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Unknown,N/A,N/A,N/A,N/A,Yes,Unknown,Unknown,N/A,Yes,No,N/A,N/A,"Case settled in PS, so CR not offered",N/A,N/A,Yes,Unknown,Unknown,N/A,9,9,N/A,
CAO,IFC,21,2009,Makka Leasing,Middle East & North Africa,N/A,Egypt,no_id_21_39,3/1/09,3,2009,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No IFI involvement,No IFI involvement,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,No,N/A,DFI not financing project,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
CAO,IFC,21,2009,Gemax & Lemna,Europe & Central Asia,N/A,Serbia,no_id_21_40,3/1/09,3,2009,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No IFI involvement,No IFI involvement,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,No,N/A,DFI not financing project,Not within mechanism's mandate,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
CAO,IFC,21,2009,Crompton,South Asia,N/A,India,no_id_21_41,5/1/09,5,2009,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No IFI involvement,No IFI involvement,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,No,N/A,DFI not financing project,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
CAO,IFC,21,2009,Agrokasa-01/Ica,Latin America & the Caribbean,N/A,Peru,139,6/2/09,6,2013,No,Closed with results,Yes,Local community-based organization(s),International CSO(s),Individual(s),"Water users' associations of Rio Seco and Ica, Progressio, Water Witness International",Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Agribusiness,N/A,Private,Water,Pollution,Displacement (physical and/or economic),Livelihoods,Consultation and disclosure,Due diligence,N/A,N/A,N/A,N/A,N/A,N/A,Yes,6/1/09,N/A,N/A,N/A,N/A,Yes,12/1/09,11,N/A,Yes,Yes,6/1/10,18,N/A,Yes,Yes,Yes,11/1/10,31,N/A,17,48,Yes,
CAO,IFC,21,2009,Orion-02/ Gualeguaychu,Latin America & the Caribbean,N/A,Uruguay,152,8/5/09,3,2010,No,Closed without results,No,Domestic CSO(s),N/A,N/A,Environmental Civic Assembly of GualeguaychÍ_,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Manufacturing,N/A,Private,Pollution,Water,Other community health and safety issues,Other,Livelihoods,Due diligence,N/A,N/A,N/A,N/A,N/A,N/A,Yes,8/31/09,N/A,N/A,N/A,N/A,No,N/A,N/A,IAM deemed unnecessary or inappropriate,N/A,No,N/A,N/A,Rejected at appraisal or similar,N/A,N/A,No,N/A,N/A,Case closed before monitoring,7,7,N/A,
CAO,IFC,21,2009,Rainforest Ecolodge Linkages-01/Deniyaya,South Asia,N/A,Sri Lanka,151,8/20/09,6,2011,No,Closed with results,Yes,Domestic CSO(s),N/A,N/A,Save the Sinharaja Campaign,Unknown,Unknown,Unknown,Unknown,Advisory services,N/A,Other,N/A,Private,Biodiversity,Other environmental,Consultation and disclosure,Due diligence,Livelihoods,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Unknown,N/A,N/A,N/A,N/A,Yes,2/1/10,Unknown,N/A,Yes,No,N/A,N/A,"Case settled in PS, so CR not offered",N/A,N/A,Yes,Unknown,Unknown,N/A,Unknown,22,N/A,
CAO,IFC,21,2009,Chad-Cameroon Pipeline-01,Sub-Saharan Africa,N/A,"Chad, Cameroon",no_id_21_42,10/1/09,10,2009,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,No,N/A,Not within mechanism's mandate,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
CAO,IFC,21,2009,Twin City Centrum,South Asia,N/A,Pakistan,no_id_21_43,10/1/09,10,2009,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,No,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
CAO,IFC,21,2009,DTT,North America,N/A,United States,no_id_21_44,10/1/09,10,2009,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,No,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
CAO,IFC,21,2009,Aconcagua-01/Santa Barbara,Latin America & the Caribbean,N/A,Chile,153,11/11/09,6,2010,No,Closed without results,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Equity Investment,N/A,Energy,Infrastructure,Private,Displacement (physical and/or economic),Cultural heritage,Other environmental,Indigenous peoples,Other community health and safety issues,Due diligence,N/A,N/A,N/A,N/A,N/A,N/A,Yes,12/4/09,N/A,N/A,N/A,N/A,No,N/A,N/A,IAM deemed unnecessary or inappropriate,N/A,No,N/A,N/A,IAM deemed unnecessary or inappropriate,N/A,N/A,No,N/A,N/A,Case closed before monitoring,0,7,N/A,
CAO,IFC,21,2009,TCBuen-01/Buenaventura,Latin America & the Caribbean,N/A,Colombia,154,12/9/09,11,2010,No,Closed without results,No,Domestic CSO(s),N/A,N/A,Proceso de Comunidades Negras Palenque Regional el Congal,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Private,Cultural heritage,Human rights,Consultation and disclosure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,1/1/10,N/A,N/A,N/A,N/A,No,N/A,N/A,IAM deemed unnecessary or inappropriate,N/A,No,N/A,N/A,IAM deemed unnecessary or inappropriate,N/A,N/A,No,N/A,N/A,Case closed before monitoring,11,11,N/A,
CAO,IFC,21,2009,Cambodia Airport II-01/Preah Sihanouk,East Asia & the Pacific,N/A,Cambodia,155,12/11/09,5,2015,No,Closed with results,Yes,Domestic CSO(s),N/A,N/A,Unknown,Yes,International CSO(s),Domestic CSO(s),"BIC, International Accountability Project, NGO Forum on Cambodia",Project/investment lending,N/A,Infrastructure,N/A,Private,Displacement (physical and/or economic),Livelihoods,Pollution,Other environmental,Due diligence,Consultation and disclosure,Biodiversity,N/A,N/A,N/A,N/A,N/A,Yes,1/1/10,N/A,N/A,N/A,N/A,Yes,8/1/10,Unknown,N/A,Yes,No,N/A,N/A,"Case settled in PS, so CR not offered",N/A,N/A,Yes,Unknown,Unknown,N/A,Unknown,65,N/A,
CAO,IFC,21,2010,Pando Montelirio-01/ChiriquÍ_,Latin America & the Caribbean,N/A,Panama,156,1/27/10,2,2012,No,Closed without results,No,Domestic CSO(s),Local community-based organization(s),N/A,"Foundation for the Communitarian Integral Development and Conservation of Ecosystems in Panama, Environmentalist Association of Chiriqui, Friends of the Earth International Friendship Park, Alliance for the Environmental High Lands Development, Association for the Conservation of the Biosphere, Association of Producers of Exportable Crops, Association of Producers of Renacimiento, Ecological Group of Renaissance for the Protection of the International Friendship Park, Association of Environmentalist Producers land of Santa Clara, Committee for the Defense of the Chiriqui Viejo River, Missionary Center of Concepcion, Colibri Ecological Association of Panama, Association Macho de Monte, Ecological Association of Organic Producers of Rovira, Committee for the Defense of the Gariche River and its affluents",Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Energy,Infrastructure,Private,Consultation and disclosure,Water,Due diligence,Other community health and safety issues,Biodiversity,Pollution,Other environmental,N/A,N/A,N/A,N/A,N/A,Yes,2/1/10,N/A,N/A,N/A,N/A,Yes,7/1/10,9,N/A,No,No,N/A,N/A,Rejected at appraisal or similar,N/A,N/A,No,N/A,N/A,Case closed before monitoring,25,25,N/A,
CAO,IFC,21,2010,Reges,East Asia & the Pacific,N/A,Malaysia,no_id_21_45,2/1/10,2,2010,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,No,N/A,Not within mechanism's mandate,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
CAO,IFC,21,2010,Heidelberg Cement,Sub-Saharan Africa,N/A,Togo,no_id_21_46,2/1/10,2,2010,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,No,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
CAO,IFC,21,2010,TD Bank,North America,N/A,United States,no_id_21_47,2/1/10,2,2010,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,No,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
CAO,IFC,21,2010,Quadriga Capital,Europe & Central Asia,N/A,Russia,no_id_21_48,3/1/10,3,2010,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,No,N/A,Not within mechanism's mandate,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
CAO,IFC,21,2010,Maple Energy-01/Nuevo Sucre and CanaÍçn,Latin America & the Caribbean,N/A,Peru,157,4/6/10,5,2012,No,Closed without results,No,Individual(s),N/A,N/A,N/A,Yes,International CSO(s),Local community-based organization(s),Accountability Counsel; International Accountability Project; indigenous federations Organizacion Regional AIDESEP Ucayali (ORAU) and FederaciÍ_n de Comunidades Nativas del Bajo Ucayali (FECONBU),Equity Investment,N/A,"Extractives (oil, gas, mining)",N/A,Private,Other community health and safety issues,Labor,Gender-based violence,Consultation and disclosure,Water,Human rights,Pollution,Due diligence,N/A,N/A,N/A,N/A,Yes,4/8/10,N/A,N/A,N/A,N/A,Yes,6/1/10,14,N/A,No,No,N/A,N/A,Rejected at appraisal or similar,N/A,N/A,No,N/A,N/A,Case closed before monitoring,25,25,N/A,
CAO,IFC,21,2010,Coca-Cola Sabco,Sub-Saharan Africa,N/A,Ethiopia,no_id_21_49,4/1/10,6,2010,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,No,N/A,Not within mechanism's mandate,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,2,2,N/A,
CAO,IFC,21,2010,PT Weda Bay Nickel-01/Weda Bay,East Asia & the Pacific,N/A,Indonesia,158,7/6/10,10,2011,No,Closed without results,No,Domestic CSO(s),Individual(s),Local community-based organization(s),Unknown,Yes,International CSO(s),N/A,BIC,Risk Guarantee,N/A,"Extractives (oil, gas, mining)",Manufacturing,Private,Water,Pollution,Other environmental,Livelihoods,Due diligence,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,8/6/10,N/A,N/A,N/A,N/A,No,N/A,N/A,Complainant chose not to have PS,N/A,No,N/A,N/A,Rejected at appraisal or similar,N/A,N/A,No,N/A,N/A,Case closed before monitoring,15,15,N/A,
CAO,IFC,21,2010,Public Energy & Energy Efficiency Project,Europe & Central Asia,N/A,Turkey,no_id_21_50,7/1/10,7,2010,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,No,N/A,Not within mechanism's mandate,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
CAO,IFC,21,2010,Giavoni,Europe & Central Asia,N/A,Tajikistan,no_id_21_51,7/1/10,9,2010,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,No,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,2,2,N/A,
CAO,IFC,21,2010,"Tullow Oil, Kosmos Energy & Jubilee FPSO-01/CAO Vice President Request",Sub-Saharan Africa,N/A,Ghana,166,8/19/10,6,2011,No,Closed without results,No,Other,N/A,N/A,CAO Vice President,Unknown,Unknown,Unknown,Unknown,Equity Investment,Project/investment lending,"Extractives (oil, gas, mining)",N/A,Private,Due diligence,Other community health and safety issues,Pollution,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,No,N/A,N/A,Rejected at appraisal or similar,N/A,N/A,No,N/A,N/A,Case closed before monitoring,10,10,N/A,
CAO,IFC,21,2010,Mozal-01/Matola and Maputo,Sub-Saharan Africa,N/A,Mozambique,159,10/1/10,6,2014,No,Closed with results,Yes,Domestic CSO(s),Local community-based organization(s),N/A,"Justica Ambiental, Livaningo, Liga Mocambicana dos Direitos Humanos, Centro Terra Viva, Kulima, Centro de Integridade Publica",Unknown,Unknown,Unknown,Unknown,Risk Guarantee,Project/investment lending,"Extractives (oil, gas, mining)",N/A,Private,Pollution,Other community health and safety issues,Due diligence,Consultation and disclosure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,10/27/10,N/A,N/A,N/A,N/A,Yes,2/1/11,10,N/A,No,Yes,7/24/12,9,N/A,Yes,No,Yes,4/12/13,14,N/A,30,44,Yes,
CAO,IFC,21,2010,AK Khan WaterHealth-01/Dhaka,South Asia,N/A,Bangladesh,no_id_21_52,11/1/10,12,2010,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Private,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,No,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,1,1,N/A,
CAO,IFC,21,2010,Pronaca Expansion-01/Santo Domingo de los Tsachilas,Latin America & the Caribbean,N/A,Ecuador,161,12/8/10,11,2011,No,Closed without results,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Agribusiness,N/A,Private,Pollution,Water,Other community health and safety issues,Biodiversity,Due diligence,Other,N/A,N/A,N/A,N/A,N/A,N/A,Yes,1/1/11,N/A,N/A,N/A,N/A,No,N/A,N/A,Complainant chose not to have PS,N/A,No,N/A,N/A,Rejected at appraisal or similar,N/A,N/A,No,N/A,N/A,Case closed before monitoring,11,11,N/A,
CAO,IFC,21,2010,Africap Investment Fund,Sub-Saharan Africa,N/A,Mozambique,no_id_21_53,12/1/10,12,2010,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,No,N/A,Not within mechanism's mandate,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
CAO,IFC,21,2011,Anima Educacao,Latin America & the Caribbean,N/A,Brazil,no_id_21_54,3/1/11,4,2011,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,No,N/A,Not within mechanism's mandate,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,1,1,N/A,
CAO,IFC,21,2011,Bujagali Energy-04/Bujagali,Sub-Saharan Africa,N/A,Uganda,164,3/21/11,N/A,N/A,Yes,Active,Yes,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,Risk Guarantee,Energy,Infrastructure,Private,Labor,Other retaliation (actual or feared),Consultation and disclosure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,3/22/11,N/A,N/A,N/A,N/A,Yes,12/1/11,35,N/A,Yes,Yes,4/1/15,N/A,N/A,N/A,N/A,No,N/A,N/A,Not at monitoring stage yet,N/A,N/A,N/A,
CAO,IFC,21,2011,India Infrastructure Fund-01/Dhenkanal District,South Asia,N/A,India,165,4/15/11,N/A,N/A,Yes,Active,No,Domestic CSO(s),N/A,N/A,Odisha Chas Parivesh Surekhsa Parishad & Delhi Forum,Unknown,Unknown,Unknown,Unknown,Equity Investment,Financial intermediary,Infrastructure,Energy,Private,Consultation and disclosure,Human rights,Other environmental,Due diligence,Pollution,Water,Other,N/A,N/A,N/A,N/A,N/A,Yes,5/1/11,N/A,N/A,N/A,N/A,Yes,11/1/12,4,N/A,No,Yes,6/26/13,N/A,N/A,N/A,N/A,No,N/A,N/A,Not at monitoring stage yet,N/A,N/A,N/A,
CAO,IFC,21,2011,Global CyberSoft,East Asia & the Pacific,N/A,Vietnam,no_id_21_55,4/1/11,4,2011,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,N/A,N/A,No,N/A,Not within mechanism's mandate,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
CAO,IFC,21,2011,Financial Intermediaries-01/CAO Vice President Request,N/A,N/A,World,no_id_21_56,4/1/11,N/A,N/A,Yes,In monitoring,Yes,Other,N/A,N/A,CAO Vice President,Yes,International CSO(s),N/A,Bretton Woods Project and others,Financial intermediary,N/A,Other,N/A,Private,Consultation and disclosure,Due diligence,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,Unknown,Unknown,N/A,Yes,Unknown,Yes,Unknown,N/A,N/A,Unknown,N/A,Yes,
