Complaint Name,Project,Country,IAM,Bank,External ID,Status,Filer,IFI Support,Sector,Issues,Description,Compliance Report Issued,Non-Compliance Found,Filing Date,Registration Start,Registration End,Registration Status,"If no Registration, why?",Eligibility Start,Eligibility End,Eligibility Status,"If No Eligibility, Why?",Dispute Resolution Start,Dispute Resolution End,Dispute Resolution Status,"If No DR, Why?",Compliance Review Start,Compliance Review End,Compliance Review Status,"If No CR, Why?",Monitoring Start,Monitoring End,Monitoring Status,"If No Monitoring, Why?",Date Closed,Access to electricity (% of population),Agricultural land (% of land area),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Forest area (% of land area),Renewable internal freshwater resources per capita (cubic meters),GDP per capita (current US$),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Literacy rate, adult total (% of people ages 15 and above)",Net ODA received per capita (current US$),Population density (people per sq. km of land area),Rural population (% of total population),Surface area (sq. km),Terrestrial and marine protected areas (% of total territorial area)
Groupe OCP - Modernisation,Groupe OCP - Modernisation,Morocco,EIB Complaints Mechanism,European Investment Bank,SG/E/2014/11,Closed Without Results,,Project/investment lending,Other,Other,,FALSE,FALSE,11/17/14,11/17/14,,closed_with_outcome,,,12/31/14,closed_without_outcome,Complaint withdrawn,,,not_undertaken,Complaint withdrawn,,,not_undertaken,Complaint withdrawn,,,not_undertaken,Case closed in earlier stage,12/31/14,91.6,68.54470087,21.38878041,12.63723952,845.0355705,3160.250851,25.02199936,74.7009964,,65.2760839,76.89464934,39.744,446550,
Guangxi Southwestern Cities Development Project,Guangxi Southwestern Cities Development Project,China,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,23,Closed Without Results,,,Infrastructure,Displacement (physical and/or economic),"<p>
<i>
Full description available at: <a href = ""http://compliance.adb.org/dir0035p.nsf/attachments/PRC-ComplaintEmail&Letter.pdf/$FILE/PRC-ComplaintEmail&Letter.pdf"" class = ""u-blue-color""> http://compliance.adb.org/dir0035p.nsf/attachments/PRC-ComplaintEmail&Letter.pdf/$FILE/PRC-ComplaintEmail&Letter.pdf </a>
</i>
</p>
<br>
<p>
The project will support the urban development of three medium-sized cities in the southwestern part of the Guangxi Zhuang Autonomous Region (Guangxi) Fangchenggang City, Chongzuo City, and Baise City. All the project cities are surrounded by counties with widespread poverty. The project will have six investment components in the project cities and one capacity development component. The investment components in each project city will be part of an overall city development program guided by a well prepared city development master plan. The capacity development component is designed to complement the infrastructure development to be funded under the project. It is part of the national poverty reduction strategy to promote inclusive growth in the less-developed western PRC. The project has adopted a holistic approach to building urban roads and underground municipal infrastructure in a coherent and integrated manner. Construction of urban infrastructure is supported with capacity development and environmental improvement components, including activities to strengthen climate change resilience of coastal and inland urban areas. The complaint pertains to the Fangchenggang component of this project. Based on immediately available project documents, this component will include the construction of a (i) 17.285 km road network; (ii) ii) Main and secondary sewer and drainage system in the Gongche Industrial Park; and (iii) Anfujiang Bridge with total length of 240 m. Some construction works in Fangchenggang were delayed due to relocation issues but a special review mission by ADB (PRCM) from 28 November to 2 December 2016 settled the major land acquisition and resettlement issue thereby resulting to the resumption of works.
</p>",FALSE,FALSE,10/27/16,,,,,,,,,,,,,,,,,,,,,,,,56.33014796,,,8117.267465,62.0340004,76.39399719,,-0.573801467,146.850662,43.264,9562911,15.93928031
HIMALI Project,HIMALI Project,Nepal,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_6,Closed Without Results,,Advisory services,Agribusiness,Other,,FALSE,FALSE,8/28/12,8/28/12,8/29/12,closed_with_outcome,,8/29/12,8/31/12,closed_without_outcome,"Outside of mandate, Forwarded to other body within bank",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,8/31/12,75.05766296,28.74782002,64.68737621,25.3644925,7168.193042,681.7925868,80.84999847,86.80999756,,27.83660354,192.8840251,82.542,147180,
Haiti Mining Dialogue Technical Assistance,Haiti Mining Dialogue Technical Assistance,Haiti,WB Inspection Panel,World Bank,100,Closed Without Results,,Advisory services,"Extractives (oil, gas, mining), Regulatory Development","Biodiversity, Consultation and disclosure, Cultural heritage, Displacement (physical and/or economic), Due diligence, Other environmental, Water",,FALSE,FALSE,1/7/15,1/7/15,1/31/15,closed_without_outcome,,,,not_undertaken,Other,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,1/31/15,38.22112656,66.76342525,23.61471928,3.519593614,,814.5463952,63.17699814,72.15399933,,97.64298794,388.6451742,47.573,27750,
Hanoi City Urban Railway Construction Project: (Nam Thang Long - Tran Hung Dao Section (Line 2)),Hanoi City Urban Railway Construction Project: (Nam Thang Long - Tran Hung Dao Section (Line 2)),Vietnam,JBIC/JICA Examiner for Environmental Guidelines,"Japan Bank for International Cooperation, Japan International Cooperation Agency, Nippon Export and Investment Insurance",vietnam_01,Closed Without Results,,Project/investment lending,Infrastructure,Displacement (physical and/or economic),,FALSE,FALSE,10/8/14,10/8/14,10/28/14,closed_with_outcome,,10/28/14,12/31/14,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,12/31/14,99.2,35.06853291,27.97614896,47.22804528,3883.519694,2012.04629,73.90899658,83.47499847,,45.55215162,298.4645886,66.885,330967,
Harmon Hall-01/Mexico,Harmon Hall,Mexico,IFC Compliance Advisor/Ombudsman,IFC/MIGA,183,Closed With Results,,Equity Investment,Education,"Labor, Other retaliation (actual or feared)",,FALSE,FALSE,12/2/11,,,not_undertaken,,12/2/11,1/1/12,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,,8/31/13,closed_with_outcome,,8/31/13,99.24835968,54.89081509,20.5489458,34.1605494,,9912.582043,43.50099945,79.84400177,93.51998138,8.171717702,61.26187248,21.889,1964380,
Harmon Hall-02/Puerto Vallarta,Harmon Hall,Mexico,IFC Compliance Advisor/Ombudsman,IFC/MIGA,207,Closed Without Results,,Equity Investment,Education,"Labor, Other",,FALSE,FALSE,9/6/13,,,not_undertaken,,9/6/13,10/1/13,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,4/30/15,99.74873352,54.89081509,20.75377098,34.06630829,,10400.56311,44.56499863,79.68199921,93.96285248,4.589591159,63.03452712,21.301,1964380,
Harmon Hall-03/ Puerto Vallerta,Harmon Hall,Mexico,IFC Compliance Advisor/Ombudsman,IFC/MIGA,210,Closed Without Results,,Equity Investment,Education,Labor,,FALSE,FALSE,11/6/13,,,not_undertaken,,11/6/13,11/1/13,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,4/30/15,99.74873352,54.89081509,20.75377098,34.06630829,,10400.56311,44.56499863,79.68199921,93.96285248,4.589591159,63.03452712,21.301,1964380,
Harmon Hall-04/ Puerto Vallerta,Harmon Hall,Mexico,IFC Compliance Advisor/Ombudsman,IFC/MIGA,210,Closed Without Results,,Equity Investment,Education,Labor,,FALSE,FALSE,11/6/13,,,not_undertaken,,11/6/13,11/1/13,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,4/30/15,99.74873352,54.89081509,20.75377098,34.06630829,,10400.56311,44.56499863,79.68199921,93.96285248,4.589591159,63.03452712,21.301,1964380,
Harmon Hall-05/ Puerto Vallerta,Harmon Hall,Mexico,IFC Compliance Advisor/Ombudsman,IFC/MIGA,210,Closed Without Results,,Equity Investment,Education,Labor,,FALSE,FALSE,11/6/13,,,not_undertaken,,11/6/13,11/1/13,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,4/30/15,99.74873352,54.89081509,20.75377098,34.06630829,,10400.56311,44.56499863,79.68199921,93.96285248,4.589591159,63.03452712,21.301,1964380,
Harmon Hall-06/ Merida Campestre,Harmon Hall,Mexico,IFC Compliance Advisor/Ombudsman,IFC/MIGA,210,Closed Without Results,,Equity Investment,Education,Labor,,FALSE,FALSE,11/6/13,,,not_undertaken,,11/6/13,11/1/13,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,4/30/15,99.74873352,54.89081509,20.75377098,34.06630829,,10400.56311,44.56499863,79.68199921,93.96285248,4.589591159,63.03452712,21.301,1964380,
Harmon Hall-07/San Luis Potosi,Harmon Hall,Mexico,IFC Compliance Advisor/Ombudsman,IFC/MIGA,215,Closed With Results Outside Process,,Equity Investment,Education,Labor,,FALSE,FALSE,3/4/14,,,not_undertaken,,3/4/14,3/1/14,closed_with_outcome,,,,not_undertaken,Addressed outside process,,,not_undertaken,Addressed outside process,,,not_undertaken,Case closed in earlier stage,9/30/14,99.172928,54.89081509,20.45820491,34.01918774,3292.503075,10580.97247,43.56000137,79.45899963,94.55587769,6.559970247,63.90164356,21.007,1964380,
Harmon Hall-08/Puerto Vallarta,Harmon Hall,Mexico,IFC Compliance Advisor/Ombudsman,IFC/MIGA,217,Closed Without Results,,Equity Investment,Education,Labor,,FALSE,FALSE,3/14/14,,,not_undertaken,,3/14/14,3/1/14,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,4/30/15,99.172928,54.89081509,20.45820491,34.01918774,3292.503075,10580.97247,43.56000137,79.45899963,94.55587769,6.559970247,63.90164356,21.007,1964380,
Hebei Energy Efficiency Improvement and Emission Reduction Project,Hebei Energy Efficiency Improvement and Emission Reduction Project,China,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_34,Closed Without Results,,Project/investment lending,"Conservation and environmental protection, Regulatory Development",Corruption/fraud,,FALSE,FALSE,12/17/14,12/17/14,12/22/14,closed_with_outcome,,12/22/14,12/31/14,closed_without_outcome,"Outside of mandate, Forwarded to other body within bank, Outside of mandate",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,12/31/14,,54.80841877,57.92738767,22.02539973,2061.908566,7683.502613,62.77500153,77.0059967,,-0.694195431,145.317356,45.741,9562911,
Heidelberg Cement,Heidelberg Cement,Togo,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_46,Closed Without Results,,,Other,Other,,FALSE,FALSE,2/1/10,,,not_undertaken,,2/1/10,2/28/10,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,2/28/10,30.79174368,67.38371024,38.99098857,5.276705277,,487.9238913,77.02300262,80.27600098,,62.03029024,119.561537,62.467,56790,
Hidromaule-01/San Clemente,Hidromaule-01/San Clemente,Chile,IFC Compliance Advisor/Ombudsman,IFC/MIGA,226,Closed Without Results,,Project/investment lending,Energy,"Displacement (physical and/or economic), Due diligence",,FALSE,FALSE,10/27/14,,,not_undertaken,,10/27/14,11/1/14,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,6/30/15,,21.19774267,21.12101701,23.44781395,50244.70021,14794.31583,50.13000107,74.68900299,,13.9424785,23.68936105,12.697,756096,
"Highlands Water Project - Phase 1B, 2nd Request","Highlands Water Project - Phase 1B, 2nd Request",Lesotho,WB Inspection Panel,World Bank,15,Closed Without Results,,Project/investment lending,Infrastructure,"Displacement (physical and/or economic), Due diligence, Livelihoods",,FALSE,FALSE,4/26/99,4/26/99,5/14/99,closed_with_outcome,,5/14/99,7/19/99,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,7/31/99,0.956824481,76.71277997,,1.376811594,,493.2493774,68.98100281,80.33599854,,17.11404373,60.95279974,80.962,30360,
Highway Interchange Petlovo Brdo,Highway Interchange Petlovo Brdo,Serbia,EIB Complaints Mechanism,European Investment Bank,SG/E/2013/02,Closed Without Results,,Project/investment lending,Infrastructure,Other environmental,,FALSE,FALSE,3/22/13,3/22/13,3/26/13,closed_with_outcome,,3/26/13,,closed_with_outcome,,,,not_undertaken,Unknown,12/6/13,5/6/14,in_progress,,11/12/13,1/12/14,closed_with_outcome,,5/6/14,99.88726807,39.91767665,19.472607,31.06791676,,6353.826383,43.95100021,60.86600113,,108.9134036,81.91324034,44.531,88360,
Himachal Pradesh Clean Energy Development Investment Program,Himachal Pradesh Clean Energy Development Investment Program,India,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,Feb-09,Closed Without Results,,Project/investment lending,Energy,"Biodiversity, Due diligence, Livelihoods, Other environmental, Pollution",,FALSE,FALSE,1/30/09,1/30/09,2/2/09,closed_with_outcome,,2/2/09,2/28/09,closed_without_outcome,Good faith requirement not met,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,2/28/09,75,60.56390611,,23.33312032,,1090.317765,30.09700012,81.04100037,,2.043219161,408.4065035,69.413,3287260,
Holding Intergas S.A.,Holding Intergas S.A.,Argentina,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_8,Closed Without Results,,,Other,Other,,FALSE,FALSE,3/1/05,,,not_undertaken,,3/1/05,3/31/05,closed_without_outcome,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,3/31/05,96.81299591,50.35188494,14.82032426,11.03011302,,5076.883829,49.41999817,75.6190033,,2.404363946,14.30395405,9.969,2780400,
ICA-01/ Singapore,ICA-01/ Singapore,Singapore,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_87,Closed Without Results,,,Other,Other,,FALSE,FALSE,9/1/13,,,not_undertaken,,9/1/13,9/30/13,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,9/30/13,100,0.947666195,18.94640805,23.12588402,,56389.18178,58.60300064,76.79799652,96.54808044,,7636.721358,0,717,
ICL Specialty Chemicals R&D,ICL Specialty Chemicals R&D,Spain,EIB Complaints Mechanism,European Investment Bank,SG/E/2012/11,Closed With Results Outside Process,,Project/investment lending,"Chemicals, Manufacturing",Due diligence,,FALSE,FALSE,10/19/12,10/19/12,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,4/30/13,9/30/13,in_progress,,9/6/13,9/30/13,closed_with_outcome,,9/30/13,,53.86137822,9.768897562,36.61556146,2377.43718,28563.85904,52.64400101,66.15399933,97.89453888,,93.50683713,21.098,505940,
IFC/BICF Employment,IFC/BICF Employment,Bangladesh,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_32,Closed Without Results,,,Other,Other,,FALSE,FALSE,12/1/07,,,not_undertaken,,12/1/07,2/29/08,closed_without_outcome,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,2/29/08,46.5,71.18383652,,11.13774295,713.610013,541.0651484,28.56800079,85.38300323,46.66360092,10.28210084,1130.361765,71.763,148460,
IICT-01/ Khatlon region,IICT-01/ Khatlon region,Tajikistan,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_92,Closed Without Results,,,Other,Other,,FALSE,FALSE,4/1/14,,,not_undertaken,,4/1/14,5/31/14,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,5/31/14,99.97840881,34.18932745,50.28844141,2.965717003,7588.417439,1104.459019,45.89599991,72.60399628,,42.62476017,60.25640194,73.345,141376,
IPP4 Al-Manakher Power Project,IPP4 Al-Manakher Power Project,Jordan,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,2015/02,Closed With Results,,Project/investment lending,Energy,"Consultation and disclosure, Indigenous peoples, Other community health and safety issues, Other environmental",,TRUE,FALSE,8/3/15,8/3/15,8/11/15,closed_with_outcome,,8/11/15,,closed_without_outcome,,,,,,1/18/16,1/4/17,closed_with_outcome,,,,,,,99.99832153,11.90132913,37.25146683,1.09822032,,4096.099275,13.89400005,63.76399994,,234.9360246,103.1685289,9.744,89320,
Impala Platinum,Impala Platinum,South Africa,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_81,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/1/13,,,not_undertaken,,7/1/13,7/31/13,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,7/31/13,85.4,79.83002086,29.11531417,7.617736524,,6822.52476,46.38600159,60.4620018,,24.09155169,44.3226768,36.207,1219090,
"Improvement of Health Services Delivery at Mulago Hospital and in the City of Kampala, Uganda","Improvement of Health Services Delivery at Mulago Hospital and in the City of Kampala, Uganda",Uganda,AfDB Independent Review Mechanism,African Development Bank,RQ 2014/1,Active,,Project/investment lending,Healthcare,"Consultation and disclosure, Displacement (physical and/or economic), Due diligence",,FALSE,FALSE,2/14/14,2/14/14,3/7/14,closed_with_outcome,,3/7/14,,closed_with_outcome,,,,in_progress,,,,,,,,,,,20.4,71.88809096,61.38641667,11.03231598,1004.291725,702.7951171,66.37799835,75.51999664,,42.06900782,193.6631658,78.496,241550,
