Bank,IAM,IAM ID,Year,Country,Project Name,Project Description,Complaint ID,Complaint Description,Filer(s),Filer Type,Environmental Category,Project Company,Project Number,Project Status,IFI Support Type,Financial Institution,Money,Project Loan Amount,Sector,Project Approval Date,Issues,Complaint Status,Date Filed (YYYY-DD-MM),Registration Start Date (YYYY-DD-MM),Registration End Date (YYYY-DD-MM),Registered? (Y/N),"If no registration, why?",Eligibility Start Date (YYYY-DD-MM),Eligibility End Date (YYYY-DD-MM),Eligible (Y/N),"If not eligibile, why?",Dispute Resolution Start Date,Dispute Resolution End Date,"If no DR, why?",Consultation and disclosure Review Start Date,Consultation and disclosure Review End Date,"If no CR, why?",Consultation and disclosure report published? (Y/N),Non-Consultation and disclosure Found (Y/N),Monitoring Start Date,Monitoring End Date,Date Closed,Project Hyperlink,Complaint Hyperlink,Documents
UNDP,SRM,37,2016,Bosnia and Herzegovi,Floods Response and Recovery in Bosnia and Herzegovina,"The project aims to provide floods response and recovery assistance to flood-affected localities in Bosnia and Herzegovina. Specifically it will i) provide support to the floods response phase, ii) provide floods recovery assistance jointly with bilaterals to help restore livelihoods, reconstruct public spaces for children and assist public service delivery; iii) provide floods recovery assistance jointly with the European Union to affected local governments, public institutions and private sector representatives to restore functionality, as well as reconstruct damaged homes and iv) offer disaster risk reduction assistance to government stakeholders",SRM0003,"Claim of loss of livelihood due to the planting of contaminated seedlings provided by UNDP.



Claim of violation of national legal regulations and provisions for the inspection of imported goods.",Confidential,,,,,,,,,,,,Displacement (physical and/or economic),Closed,4/6/16,4/6/16,4/6/16,,,4/6/16,4/8/16,,,,,,,,,,,,,,,https://info.undp.org/sites/registry/srm/SRMPages/CaseDetail.aspx?ItemID=11,
UNDP,SECU,37,2016,Uganda,Business Call to Action Alliance,"The Business Call to Action Alliance is a global joint advocacy platform providing public recognition for the private sector’s contribution to development. BCtA’s mission is to challenge companies to advance core business activities that are inclusive of poor populations and thus contribute to the achievement of sustainable development goals. Worldwide, 94 companies have responded to BCtA by making commitments to improve the lives and livelihoods of millions through commercially-viable business ventures that engage low-income people as consumers, producers, suppliers, and distributors of goods and services.",SECU0002,"The Complainant claims that UNDP’s partnership with Bidco Africa is in violation of UNDP’s core mission and principles, and that the “Business Call to Action” project failed to properly screen Bidco Africa as a partner given Bidco’s alleged history of human rights, environmental, and other violations. The Complainant claims that Bidco Africa violates “all U.N. Global Compact principals” and that UNDP should “examine the morally questionable association of such a distinguished U.N. organization with such a blatant violator of human rights…”. The Complainant requests UNDP “must immediately disassociate itself with such a company.” ",Confidentiality Requested,,,UNDP,,,,,,,,,Displacement (physical and/or economic); Other environmental; Human rights; Human rights; Monitoring; Consultation and disclosure,Monitoring,2/12/16,2/18/16,2/18/16,,,3/1/16,11/8/16,,,,,,11/8/16,2/10/17,,,,2/10/17,,,,https://info.undp.org/sites/registry/secu/SECUPages/CaseDetail.aspx?ItemID=7,
UNDP,SRM,37,2016,Uganda,Business Call to Action Alliance,"The Business Call to Action Alliance is a global joint advocacy platform providing public recognition for the private sector’s contribution to development. BCtA’s mission is to challenge companies to advance core business activities that are inclusive of poor populations and thus contribute to the achievement of sustainable development goals. Worldwide, 94 companies have responded to BCtA by making commitments to improve the lives and livelihoods of millions through commercially-viable business ventures that engage low-income people as consumers, producers, suppliers, and distributors of goods and services.",SRM0002,"The Requester claims that UNDP’s partnership with Bidco Africa is in violation of UNDP’s core mission and principles, and that the “Business Call to Action” project failed to properly screen Bidco Africa as a partner given Bidco’s alleged history of human rights, environmental, and other violations.",Confidentiality Requested,,,,,,,,,,,,Displacement (physical and/or economic); Other environmental; Human rights; Human rights; Monitoring; Consultation and disclosure,Closed,2/12/16,2/12/16,2/18/16,,,2/18/16,3/23/16,,,3/23/16,3/23/16,,,,,,,3/23/16,3/23/16,3/23/16,,https://info.undp.org/sites/registry/srm/SRMPages/CaseDetail.aspx?ItemID=10,https://info.undp.org/sites/registry/srm/SRM_Documents/Signed%20Prodoc_Business%20call%20to%20Action%20Alliance%20Phase%20II_09d73e4822154c3ca4297b60ed1c7fe2.pdf
UNDP,SECU,37,2017,Lebanon,Solid Waste Management project,Environmental rehabilitation through the enhancement of integrated solid waste management,SECU0006,"The complainant alleges that UNDP is constructing a solid waste management facility on land contrary to local law, without the proper permits, and in a location that would have negative environmental impacts. The complainant further alleges economic harms will result to him, his family, and his workers when the new plant is operational. ",,,,Government Entity – Ministry - Ministry of Environment,,,,,,,,,Displacement (physical and/or economic); Other environmental; Human rights; Due diligence; Consultation and disclosure,Closed,12/19/17,12/27/17,12/27/17,,,4/3/18,4/3/18,,,,,,,,,,,,,4/3/18,,https://info.undp.org/sites/registry/secu/SECUPages/CaseDetail.aspx?ItemID=24,"https://info.undp.org/sites/registry/secu/SECU_Documents/Eligibility%20Determination%20SECU0005_Finalb0e477b401464fc7b4f9cf29b6ab84ed.pdf/sites/registry/secu/SECU_Documents/SIGNED%20PRODOC%20NRISc9010ef107374b9b82e3a1b4673eaaec.pdf,https://info.undp.org/sites/registry/secu/SECU_Documents/SECU0005_Terms%20of%20Reference%20for%20Consultation and disclosure%20Review_Final8b608226cc5f4b8fb3dd2dd345e57c6e.pdf,"
ADB,SPF,25,2017,Sri Lanka,"Clean Energy and Network Efficiency Improvement Project
","ADB is helping Sri Lanka strengthen its power transmission network, especially in former conflict areas in the Northern and Eastern provinces. The project will improve transmission infrastructure and distribution network efficiency. It will fund pilot solar rooftop power generation investments in the Eastern, North-Central, Central, Northern, Southern, and Western provinces of the country.",17-Jul,,Confidential,Unknown,B,,43576-012,,Grant; Loan; Technical Assistance,,30000000,USD 30 million,Energy,,Due diligence,Active,2017-16-08,2017-16-08,2017-17-08,,,2017-17-08,2017-13-09,yes,,,,,,,,,,,,,https://www.adb.org/projects/43576-013/main#project-pds,,https://www.adb.org/sites/default/files/page/42458/sri-clean-energy-network-efficiency-complaint-form.pdf
EIB,CM,29,2017,Italy,Trans Adriatic Pipeline,"The Trans Adriatic Pipeline (TAP) project is a gas pipeline of about 878 km that crosses Greece (from the Turkish border) and Albania. It connects to the Italian gas network in Southern Italy and will transport up to 10 billion cubic meters of gas per year. TAP is part of the Southern Gas Corridor (SGC)[1] development, linking the Shah Deniz 2 gas field in Azerbaijan to Turkey and Europe. The corridor could also be used in the future to deliver gas from the Middle East, Central Asia, and the Eastern Mediterranean.",SG/E/2017/22/PR,Non-compliance with EU applicable regulatory framework,Confidential,Unknown,,,,,,,,,Extractives,,Due diligence,Closed without Output,6/26/17,6/26/17,6/26/17,,,6/30/17,9/14/17,No,Forwarded to other body within bank; Mechanism forwarded complaint to management,,,,,,,,,,,9/14/17,,http://www.eib.org/en/about/accountability/complaints/cases/sg-e-2017-22-pr-trans-adriatic-pipeline.htm,
EBRD,PCM,26,2017,Regional,CMI Offshore,"The USD 21 million loan will be provided for 5 years to enable CMI Offshore Ltd (the ""Company"") to continue its growth programme in Turkmenistan and Kazakhstan.",2017/10,,The Turkmenistan Working Group of the Civic Solidarity Platform and civic activists from inside Turkmenistan; Centre for the Development of Democracy and Human rights (Russia); Crude Accountability; Freedom Files (Russia); civic activists from inside Turkmenistan,Local Community Organization; Local CSO; International CSO; Local CSO; Individual,B,CMI Offshore Ltd,47096,Board Approved,Loan,,21000000,USD 21 million,Infrastructure,,Due diligence,Active,2017-19-10,2017-19-10,2017-20-10,,,1/11/17,2018-16-02,yes,,,,Not desired by complainant,1/3/18,,,,,,,,https://www.ebrd.com/work-with-us/projects/psd/cmi-offshore.html,,https://www.ebrd.com/cs/Satellite?c=Content&cid=1395265324335&d=&pagename=EBRD%2FContent%2FDownloadDocument; https://www.ebrd.com/cs/Satellite?c=Content&cid=1395275778254&d=&pagename=EBRD%2FContent%2FDownloadDocument; https://www.ebrd.com/cs/Satellite?c=Content&cid=1395271992331&d=&pagename=EBRD%2FContent%2FDownloadDocument
WB,IP,23,2016,Bangladesh,Bangladesh Modern Food Storage Facilities Project,,116,,26 people from Bangladesh who say they live in the project area. They have asked the Panel to keep their identities confidential.,,B,,,,,IDA,210000000,US$ 210.00 million,,"['Crops', 'Public Administration - AgriCultural heritage, Fishing & Forestry', 'Social Protection']",Due diligence,Closed,8/3/17,,,,,,,,,,,,,,,,,,,,,,
IFC,CAO,21,2017,Chile,Alto Maipo,"IFC has an active project with Alto Maipo SpA in Chile. According to IFC, the project comprises the construction of two run-of-the-river hydroelectric facilities connected in series with a combined capacity of 531 MW for the purposes of providing baseload electricity to the Chilean Central Inteconnected Grid or SIC. AES Gener is the IFC Sponsor for this project.",1263,,Former worker,Individual,A,Alto Maipo SpA,31632,,,IFC,150000000,Debt US $150 million,Energy,,Due diligence; Labor,Active,5-Jul-17,,,,,5-Jul-17,2017-31-08,Yes,,,,Actor(s) involved refused to participate; Company or government refused to go through dispute resolution,1/5/18,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1263,http://www.cao-ombudsman.org/cases/document-links/links-1263.aspx
IFC,CAO,21,2017,Chile,Alto Maipo,"IFC has an active project with Alto Maipo SpA in Chile. According to IFC, the project comprises the construction of two run-of-the-river hydroelectric facilities connected in series with a combined capacity of 531 MW for the purposes of providing baseload electricity to the Chilean Central Inteconnected Grid or SIC. AES Gener is the IFC Sponsor for this project.",1263,,Former worker,Individual,A,Alto Maipo SpA,31632,,,IFC,0,,Energy,,Due diligence; Labor,Active,5-Jul-17,,,5-Jul-17,2017-31-08,Yes,,,,Actor(s) involved refused to participate; Company or government refused to go through dispute resolution,1/5/18,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1263,http://www.cao-ombudsman.org/cases/document-links/links-1263.aspx,,
IFC,CAO,21,2003,Zambia,Konkola Copper Mines Plc (KCM),"Konkola Copper Mines (KCM) is the largest copper producer in Zambia, exporting copper and cobalt cathodes. The KCM Project envisaged a two phase development program that involved purchasing and rehabilitating the mine and its processing facilities. In January 2002, Anglo Gold, the owners of KCM, announced that they were resiling from the project. Consequently, IFC also withdrew from the project during the same month. IFC acknowledged the uncompleted commitments that remained upon exiting the project, yet stressed the considerable environmental and social improvements resulting from the project.   In July 2003, Citizens for a Better Environment, a local civil society organization, lodged a complaint with CAO on behalf of the people of Mingomba & Kawama. The complaint raised issues relating to IFCs responsibilities for an on-going resettlement action plan during and after its exit from the project. The following concerns were raised:   1. IFC exited the project before full implementation of the RAP and failed to put in place mechanisms for monitoring to ensure full implementation of RAP over the post-exit period in accordance with IFC policies and standards;   2. In contrast with its policy on consultation and disclosure, IFC failed to consult on or publicly disclose to affected communities the decision to exit the project, which caused uncertainty and desperation amongst affected communities.   CAO Action Phase 2 of the project involved the construction of a dam that required the neighboring communities of Kawama and Mingomba to be resettled. Accordingly, the resettlement plan was devised, which identified a number of development needs in Kawama and infrastructure needs in Mingomba. The RAP also highlighted the fact that many people in Mingomba were highly dependent for their livelihood on the production of charcoal. As such, the RAP suggested measures to ease the transition to agriCultural heritage in order to ensure an environmentally and sustainable livelihood.   Status The Assessment Report, completed in November 2003, found that IFC was under no obligation to remain engaged in the environmental and social performance of KCM after it exited as an investor and shareholder. Nevertheless, IFC did engage with KCM at the time of exit to assist KCM in implementing the RAP until complete. As such, CAO recommended that no further action be undertaken in relation to the complaint. The report highlighted that the long term economic and social well-being of the communities was dependant on the quality of delivery of the agreements made in the RAP, which would require coordination, partnership, patience and creativity. The complaint was closed in January 2005.",116,,Citizens for a Better Environment,,A,Konkola Copper Mines Plc,8570,,,IFC,30000000,$30 million (Equity),"Oil, Gas, Mining, & Chemicals",,Pollution,Closed,1-Jul-03,,,,,1-Jul-03,,,,,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=116懮_囅蕧鲣夆羅葔侏_鰩_鈸束忎_囇聦__暘亼鲻巵輳錆囈聫漘,http://www.cao-ombudsman.org/cases/document-links/links-116.aspx
IFC,CAO,21,2003,Zambia,Konkola Copper Mines Plc (KCM),"Konkola Copper Mines (KCM) is the largest copper producer in Zambia, exporting copper and cobalt cathodes. The KCM Project envisaged a two phase development program that involved purchasing and rehabilitating the mine and its processing facilities. In January 2002, Anglo Gold, the owners of KCM, announced that they were resiling from the project. Consequently, IFC also withdrew from the project during the same month. IFC acknowledged the uncompleted commitments that remained upon exiting the project, yet stressed the considerable environmental and social improvements resulting from the project.   In July 2003, Citizens for a Better Environment, a local civil society organization, lodged a complaint with CAO on behalf of the people of Mingomba & Kawama. The complaint raised issues relating to IFCs responsibilities for an on-going resettlement action plan during and after its exit from the project. The following concerns were raised:   1. IFC exited the project before full implementation of the RAP and failed to put in place mechanisms for monitoring to ensure full implementation of RAP over the post-exit period in accordance with IFC policies and standards;   2. In contrast with its policy on consultation and disclosure, IFC failed to consult on or publicly disclose to affected communities the decision to exit the project, which caused uncertainty and desperation amongst affected communities.   CAO Action Phase 2 of the project involved the construction of a dam that required the neighboring communities of Kawama and Mingomba to be resettled. Accordingly, the resettlement plan was devised, which identified a number of development needs in Kawama and infrastructure needs in Mingomba. The RAP also highlighted the fact that many people in Mingomba were highly dependent for their livelihood on the production of charcoal. As such, the RAP suggested measures to ease the transition to agriCultural heritage in order to ensure an environmentally and sustainable livelihood.   Status The Assessment Report, completed in November 2003, found that IFC was under no obligation to remain engaged in the environmental and social performance of KCM after it exited as an investor and shareholder. Nevertheless, IFC did engage with KCM at the time of exit to assist KCM in implementing the RAP until complete. As such, CAO recommended that no further action be undertaken in relation to the complaint. The report highlighted that the long term economic and social well-being of the communities was dependant on the quality of delivery of the agreements made in the RAP, which would require coordination, partnership, patience and creativity. The complaint was closed in January 2005.",116,,Citizens for a Better Environment,,A,Konkola Copper Mines Plc,8570,,,IFC,0,,,,Pollution,Closed,1-Jul-03,,,1-Jul-03,,,,,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=116懮_囅蕧鲣夆羅葔侏_鰩_鈸束忎_囇聦__暘亼鲻巵輳錆囈聫漘,http://www.cao-ombudsman.org/cases/document-links/links-116.aspx,,
